id,material_key,display_name,normalized_name,material_group,brand_name,series_name,specification,size_mm,size_inch,grade_code,width_mm,height_mm,thickness_mm,thickness_mm_min,thickness_mm_max,cross_section_sqmm_min,cross_section_sqmm_max,strength_kg_per_cm2,default_unit,confidence_score,source_kb_id,source_title,source_row_id,raw_material_name,raw_variant_label,created_at
29,กระเบ_องคอนกร_ต_scg_แผ_น,กระเบื้องคอนกรีต SCG,กระเบ องคอนกร ต scg,tile,,,,,,,,,,,,,,,แผ่น,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,29,กระเบื้องคอนกรีต SCG,,2026-04-09 11:03:53
27,กระเบ_องซ_บเวย_7_5x15_subway_tile_ตร_ม,กระเบื้องซับเวย์ (subway tile) 7.5x15,กระเบ องซ บเวย 7 5x15,tile,,,subway tile,,,,75.0,150.0,,,,,,,ตร.ม.,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,27,กระเบื้องซับเวย์ (subway tile) 7.5x15,,2026-04-09 11:03:53
26,กระเบ_องผน_งเซราม_ก_30x60_ตร_ม,กระเบื้องผนังเซรามิก 30x60,กระเบ องผน งเซราม ก 30x60,tile,,,,,,,300.0,600.0,,,,,,,ตร.ม.,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,26,กระเบื้องผนังเซรามิก 30x60,,2026-04-09 11:03:53
23,กระเบ_องพอร_ซเลน_60x120_ตร_ม,กระเบื้องพอร์ซเลน 60x120,กระเบ องพอร ซเลน 60x120,tile,,,,,,,600.0,1200.0,,,,,,,ตร.ม.,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,23,กระเบื้องพอร์ซเลน 60x120,,2026-04-09 11:03:53
22,กระเบ_องพอร_ซเลน_60x60_ตร_ม,กระเบื้องพอร์ซเลน 60x60,กระเบ องพอร ซเลน 60x60,tile,,,,,,,600.0,600.0,,,,,,,ตร.ม.,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,22,กระเบื้องพอร์ซเลน 60x60,,2026-04-09 11:03:53
108,กระเบ_องพอร_ซเลน_60x60_ซม_60x60_ซม_ตร_ม,กระเบื้องพอร์ซเลน 60x60 ซม.,กระเบ องพอร ซเลน 60x60 ซม,tile,,,60x60 ซม.,,,,600.0,600.0,,,,,,,ตร.ม.,0.95,254,หา Database แบรนด์วัสดุ — SCG COTTO TOA Jotun,205,กระเบื้องพอร์ซเลน 60x60 ซม.,,2026-04-09 11:03:53
24,กระเบ_องห_นข_ด_terrazzo_ตร_ม,กระเบื้องหินขัด,กระเบ องห นข ด,tile,,,terrazzo,,,,,,,,,,,,ตร.ม.,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,24,กระเบื้องหินขัด (terrazzo),,2026-04-09 11:03:53
28,กระเบ_องห_นอ_อน_marble_look_ตร_ม,กระเบื้องหินอ่อน,กระเบ องห นอ อน,tile,,,marble look,,,,,,,,,,,,ตร.ม.,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,28,กระเบื้องหินอ่อน (marble look),,2026-04-09 11:03:53
30,กระเบ_องเคล_อบ_แผ_น,กระเบื้องเคลือบ,กระเบ องเคล อบ,tile,,,,,,,,,,,,,,,แผ่น,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,30,กระเบื้องเคลือบ,,2026-04-09 11:03:53
20,กระเบ_องเซราม_ก_30x30_ตร_ม,กระเบื้องเซรามิก 30x30,กระเบ องเซราม ก 30x30,tile,,,,,,,300.0,300.0,,,,,,,ตร.ม.,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,20,กระเบื้องเซรามิก 30x30,,2026-04-09 11:03:53
21,กระเบ_องเซราม_ก_60x60_ตร_ม,กระเบื้องเซรามิก 60x60,กระเบ องเซราม ก 60x60,tile,,,,,,,600.0,600.0,,,,,,,ตร.ม.,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,21,กระเบื้องเซรามิก 60x60,,2026-04-09 11:03:53
25,กระเบ_องไวน_ล_spc_ตร_ม,กระเบื้องไวนิล SPC,กระเบ องไวน ล spc,tile,,,,,,,,,,,,,,,ตร.ม.,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,25,กระเบื้องไวนิล SPC,,2026-04-09 11:03:53
8,ป_นกาวกระเบ_อง_ถ_ง,ปูนกาวกระเบื้อง,ป นกาวกระเบ อง,tile,,,,,,,,,,,,,,,ถุง,0.95,1,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,8,ปูนกาวกระเบื้อง,,2026-04-09 11:03:53
9,ป_นยาแนว_ถ_ง,ปูนยาแนว,ป นยาแนว,tile,,,,,,,,,,,,,,,ถุง,0.95,1,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,9,ปูนยาแนว,,2026-04-09 11:03:53
78,ยาแนวซ_เมนต_ถ_ง,ยาแนวซีเมนต์,ยาแนวซ เมนต,tile,,,,,,,,,,,,,,,ถุง,0.92,116,สูตรคำนวณปริมาณวัสดุงานกระเบื้อง — ปูนกาว ยาแนว waste,91,ราคา,,2026-04-09 11:03:53
31,เมท_ลช_ท_metal_sheet_ตร_ม,เมทัลชีท,เมท ลช ท,tile,,,Metal Sheet,,,,,,,,,,,,ตร.ม.,0.95,3,ราคาวัสดุก่อสร้าง 2026 — กระเบื้อง,31,เมทัลชีท (Metal Sheet),,2026-04-09 11:03:53
93,hmr_ไม_ทนช_น_เหมาะก_บคร_ว_ต_เส_อผ_า_แผ_น,HMR,hmr,wood,,,ไม้ทนชื้น เหมาะกับครัว/ตู้เสื้อผ้า,,,,,,,,,,,,แผ่น,0.95,183,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,156,HMR (ไม้ทนชื้น เหมาะกับครัว/ตู้เสื้อผ้า),,2026-04-09 11:03:53
47,mdf_18_มม_18_มม_แผ_น,MDF 18 มม.,mdf 18 มม,wood,,,18 มม.,18.0,,,,,18.0,18.0,18.0,,,,แผ่น,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,48,MDF 18 มม.,,2026-04-09 11:03:53
92,mdf_เปล_อย_16_18_mm_แผ_น,MDF เปลือย,mdf เปล อย,wood,,,16-18 mm,,,,,,,16.0,18.0,,,,แผ่น,0.95,183,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,155,MDF เปลือย (16-18 mm),,2026-04-09 11:03:53
48,particle_board_18_มม_18_มม_แผ_น,Particle Board 18 มม.,particle board 18 มม,wood,,,18 มม.,18.0,,,,,18.0,18.0,18.0,,,,แผ่น,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,49,Particle Board 18 มม.,,2026-04-09 11:03:53
49,plywood_marine_18_มม_18_มม_แผ_น,Plywood Marine 18 มม.,plywood marine 18 มม,wood,,,18 มม.,18.0,,,,,18.0,18.0,18.0,,,,แผ่น,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,50,Plywood Marine 18 มม.,,2026-04-09 11:03:53
54,ห_นป_ถนน_กรวด_ตร_ม,หินปูถนน/กรวด,ห นป ถนน กรวด,wood,,,,,,,,,,,,,,,ตร.ม.,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,55,หินปูถนน/กรวด,,2026-04-09 11:03:53
51,ห_นอ_อนจร_ง_ตร_ม,หินอ่อนจริง,ห นอ อนจร ง,wood,,,,,,,,,,,,,,,ตร.ม.,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,52,หินอ่อนจริง (ตร.ม.),,2026-04-09 11:03:53
53,ห_นเท_ยม_engineered_stone_ตร_ม,หินเทียม,ห นเท ยม,wood,,,Engineered Stone,,,,,,,,,,,,ตร.ม.,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,54,หินเทียม (Engineered Stone),,2026-04-09 11:03:53
52,ห_นแกรน_ตจร_ง_ตร_ม,หินแกรนิตจริง,ห นแกรน ตจร ง,wood,,,,,,,,,,,,,,,ตร.ม.,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,53,หินแกรนิตจริง (ตร.ม.),,2026-04-09 11:03:53
50,เมลาม_น_ผ_วลาม_เนต_แผ_น,เมลามีน,เมลาม น,wood,,,ผิวลามิเนต,,,,,,,,,,,,แผ่น,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,51,เมลามีน (ผิวลามิเนต),,2026-04-09 11:03:53
44,ไม_ยางพารา_พ_น_แผ_น,ไม้ยางพารา,ไม ยางพารา,wood,,,พื้น,,,,,,,,,,,,แผ่น,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,45,ไม้ยางพารา (ตร.ม.),,2026-04-09 11:03:53
42,ไม_ส_ก_2x4_น_ว_4_น_ว_เมตร,ไม้สัก 2x4 นิ้ว,ไม ส ก 2x4 น ว,wood,,,4 นิ้ว,,4,,,,,,,,,,เมตร,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,43,ไม้สัก 2x4 นิ้ว (เมตร),,2026-04-09 11:03:53
43,ไม_ส_ก_4x4_น_ว_4_น_ว_เมตร,ไม้สัก 4x4 นิ้ว,ไม ส ก 4x4 น ว,wood,,,4 นิ้ว,,4,,,,,,,,,,เมตร,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,44,ไม้สัก 4x4 นิ้ว (เมตร),,2026-04-09 11:03:53
46,ไม_อ_ด_18_มม_1_22x2_44_ม_18_มม_แผ_น,ไม้อัด 18 มม.,ไม อ ด 18 มม,wood,,,1.22x2.44 ม. | 18 มม.,18.0,,,1220.0,2440.0,18.0,18.0,18.0,,,,แผ่น,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,47,ไม้อัด 18 มม. (1.22x2.44 ม.),,2026-04-09 11:03:53
94,ไม_เคล_อบเมลาม_น_พร_อมใช_งาน_แผ_น,ไม้เคลือบเมลามีน,ไม เคล อบเมลาม น,wood,,,พร้อมใช้งาน,,,,,,,,,,,,แผ่น,0.95,183,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,157,ไม้เคลือบเมลามีน (พร้อมใช้งาน),,2026-04-09 11:03:53
45,ไม_โอ_ค_พ_น_ตร_ม,ไม้โอ๊ค,ไม โอ ค,wood,,,พื้น,,,,,,,,,,,,ตร.ม.,0.95,5,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,46,ไม้โอ๊ค (พื้น ตร.ม.),,2026-04-09 11:03:53
