id,material_id,supplier_id,price_type,price_label,unit,currency,price_value,price_min,price_max,confidence_score,source_kb_id,source_title,source_row_id,raw_price_text,raw_line,created_at
102,93,,range,,แผ่น,THB,,600.0,850.0,0.95,183,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,156,600 - 850 บาท/แผ่น,HMR (ไม้ทนชื้น เหมาะกับครัว/ตู้เสื้อผ้า): 600 - 850 บาท/แผ่น,2026-04-09 11:03:53
103,94,,range,,แผ่น,THB,,750.0,1100.0,0.95,183,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,157,"750 - 1,100 บาท/แผ่น","ไม้เคลือบเมลามีน (พร้อมใช้งาน): 750 - 1,100 บาท/แผ่น",2026-04-09 11:03:53
104,95,,range,,ตร.ม.,THB,,800.0,1500.0,0.95,183,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,158,"800 - 1,500 บาท/ตร.ม.","ปิดผิวลามิเนต (HPL): 800 - 1,500 บาท/ตร.ม.",2026-04-09 11:03:53
105,96,,range,,ตร.ม.,THB,,1800.0,2800.0,0.95,183,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,159,"1,800 - 2,800 บาท/ตร.ม.","พ่นสีไฮกลอส (High-Gloss): 1,800 - 2,800 บาท/ตร.ม.",2026-04-09 11:03:53
106,97,,range,,ตัว,THB,,60.0,120.0,0.95,183,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,160,60 - 120 บาท/ตัว (1 บานใช้ 3-4 ตัว),บานพับ Soft-close: 60 - 120 บาท/ตัว (1 บานใช้ 3-4 ตัว),2026-04-09 11:03:53
107,98,,range,,ชุด,THB,,280.0,450.0,0.95,183,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,161,280 - 450 บาท/ชุด,รางลิ้นชัก Soft-close: 280 - 450 บาท/ชุด,2026-04-09 11:03:53
108,99,,range,,เมตร,THB,,28.0,32.0,0.95,231,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,189,28 - 32 บาท/เมตร,ขนาด 6 มม. (RB6): 28 - 32 บาท/เมตร,2026-04-09 11:03:53
109,100,,range,,เมตร,THB,,55.0,65.0,0.95,231,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,190,55 - 65 บาท/เมตร,ขนาด 9 มม. (RB9): 55 - 65 บาท/เมตร,2026-04-09 11:03:53
118,105,,range,,ถุง,THB,,195.0,200.0,0.95,254,หา Database แบรนด์วัสดุ — SCG COTTO TOA Jotun,202,195 - 200 บาท/ถุง,ปูนซีเมนต์ปอร์ตแลนด์ (ตราช้าง) 50 กก.: 195 - 200 บาท/ถุง,2026-04-09 11:03:53
119,106,,range,,ลบ.ม.,THB,,1800.0,2200.0,0.95,254,หา Database แบรนด์วัสดุ — SCG COTTO TOA Jotun,203,"1,800 - 2,200 บาท/ลบ.ม. (ขึ้นอยู่กับระยะทาง)","ปูนผสมสำเร็จรูป (Ready-mix): 1,800 - 2,200 บาท/ลบ.ม. (ขึ้นอยู่กับระยะทาง)",2026-04-09 11:03:53
120,107,,range,,ตร.ม.,THB,,128.0,145.0,0.95,254,หา Database แบรนด์วัสดุ — SCG COTTO TOA Jotun,204,128 - 145 บาท/ตร.ม. (เฉพาะค่าวัสดุ),อิฐมวลเบา หนา 7.5 ซม.: 128 - 145 บาท/ตร.ม. (เฉพาะค่าวัสดุ),2026-04-09 11:03:53
121,108,,range,,ตร.ม.,THB,,420.0,550.0,0.95,254,หา Database แบรนด์วัสดุ — SCG COTTO TOA Jotun,205,420 - 550 บาท/ตร.ม.,กระเบื้องพอร์ซเลน 60x60 ซม.: 420 - 550 บาท/ตร.ม.,2026-04-09 11:03:53
125,109,,range,,เมตร,THB,,20.0,25.0,0.95,261,หาราคาท่อ PVC + อุปกรณ์,217,20 - 25 บาท/เมตร (ประมาณ 80 - 100 บาท/ท่อน),ขนาด 3/4 นิ้ว (20 มม.): 20 - 25 บาท/เมตร (ประมาณ 80 - 100 บาท/ท่อน),2026-04-09 11:03:53
127,110,7,range,,ถุง,THB,,195.0,210.0,1.0,269,"ซัพพลายเออร์ปูนซีเมนต์ — SCG, TPI, INSEE",223,195-210 บาท / ถุง (50 กก.),ปูนปอร์ตแลนด์ (งานโครงสร้าง): 195-210 บาท / ถุง (50 กก.),2026-04-09 11:03:53
128,111,7,range,,ถุง,THB,,149.0,195.0,1.0,269,"ซัพพลายเออร์ปูนซีเมนต์ — SCG, TPI, INSEE",224,149-195 บาท / ถุง,ปูนงานก่อฉาบ: 149-195 บาท / ถุง,2026-04-09 11:03:53
129,112,7,range,,ลบ.ม.,THB,,1800.0,2200.0,1.0,269,"ซัพพลายเออร์ปูนซีเมนต์ — SCG, TPI, INSEE",225,"1,800-2,200 บาท / ลบ.ม. (รวมจัดส่งหน้างาน)","ปูนผสมเสร็จ (Ready-mix): 1,800-2,200 บาท / ลบ.ม. (รวมจัดส่งหน้างาน)",2026-04-09 11:03:53
