id,kb_id,kb_category,kb_title,section_title,supplier_name,material_name,variant_label,unit,price_min,price_max,price_value,currency,raw_price_text,source,priority,extracted_at
93,116,construction_material,สูตรคำนวณปริมาณวัสดุงานกระเบื้อง — ปูนกาว ยาแนว waste,ทา 2 ชั้น ใช้ 0.5-0.7 กก./ตร.ม./ชั้น,,ตัวอย่าง,,,,,1350,THB,"ห้องน้ำ 9 ตร.ม. → 9÷4 = 2.25 → 3 ถัง × 450 = 1,350 บาท",expert_manual,10,2026-04-09 10:27:20
95,117,construction_material,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,,ตัวอย่าง,,,,,92400,THB,"บ้าน 120 ตร.ม. → 120 × 0.35 = 42 ลบ.ม. × 2,200 = 92,400 บาท",expert_manual,10,2026-04-09 10:27:20
99,117,construction_material,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,,ตัวอย่าง,,,,,120000,THB,"120 ตร.ม. × 40 กก. = 4,800 กก. (4.8 ตัน) × 25,000 = 120,000 บาท",expert_manual,10,2026-04-09 10:27:20
181,211,analyst,Cash Flow Management ผู้รับเหมา,"สัญญาว่าจ้างต้องเป็น ""เครื่องมือปิดการขายที่โปร่งใส"" ลูกค้าต้องเห็นว่าเงินที่จ่ายสอดคล้องกับเนื้องานจริง",,ตัวอย่างต้นทุน 2026,,"ตร.ม., ถมดินบดอัด ~560 บาท/คิว, รื้อถอน ~40,000 บาท/เหมา",,,90,THB,"* เคลียร์พื้นที่ ~90 บาท/ตร.ม., ถมดินบดอัด ~560 บาท/คิว, รื้อถอน ~40,000 บาท/เหมา",autonomy,9,2026-04-09 10:27:20
220,265,researcher,หาราคาวัสดุกันซึม-กันน้ำ,หาราคาวัสดุกันซึม-กันน้ำ,,ต้นทุนเฉลี่ย,,ตร.ม.*,75,110,,THB,75 - 110 บาท/ตร.ม.*,autonomy,8,2026-04-09 10:27:20
222,265,researcher,หาราคาวัสดุกันซึม-กันน้ำ,หาราคาวัสดุกันซึม-กันน้ำ,,ต้นทุนเฉลี่ย,,ตร.ม.*,125,175,,THB,125 - 175 บาท/ตร.ม.*,autonomy,8,2026-04-09 10:27:20
208,257,researcher,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,,ถุงเล็ก,,ถุง,,,195,THB,195 บาท/ถุง,autonomy,9,2026-04-09 10:27:20
209,257,researcher,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,,ถุงใหญ่,,ถุง,,,200,THB,200 บาท/ถุง,autonomy,9,2026-04-09 10:27:20
127,119,construction_material,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,,ทาภายนอก,,ตร.ม.,100,180,,THB,100-180 บาท/ตร.ม.,expert_manual,10,2026-04-09 10:27:20
126,119,construction_material,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,,ทาภายใน,,ตร.ม.,80,150,,THB,80-150 บาท/ตร.ม.,expert_manual,10,2026-04-09 10:27:20
117,118,construction_material,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,,ที่ใส่กระดาษทิชชู,,,150,500,,THB,150-500 บาท,expert_manual,10,2026-04-09 10:27:20
129,119,construction_material,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,,ทุบผนัง,,ตร.ม.,200,400,,THB,200-400 บาท/ตร.ม.,expert_manual,10,2026-04-09 10:27:20
71,6,interior_design,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,,ท่อ PVC 1 นิ้ว (เมตร),,,35,50,,THB,35-50 บาท,market_research_2026,8,2026-04-09 10:27:20
70,6,interior_design,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,,ท่อ PVC 1/2 นิ้ว (เมตร),,,18,25,,THB,18-25 บาท,market_research_2026,8,2026-04-09 10:27:20
72,6,interior_design,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,,ท่อ PVC 2 นิ้ว (เมตร),,,75,100,,THB,75-100 บาท,market_research_2026,8,2026-04-09 10:27:20
73,6,interior_design,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,ราคาวัสดุก่อสร้าง 2026 — กระจก อิฐ ฉนวน ท่อ PVC,,ท่อ PVC 4 นิ้ว (เมตร),,,180,250,,THB,180-250 บาท,market_research_2026,8,2026-04-09 10:27:20
160,183,estimator,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,,บานพับ Soft-close,,ตัว (1 บานใช้ 3-4 ตัว),60,120,,THB,60 - 120 บาท/ตัว (1 บานใช้ 3-4 ตัว),autonomy,8,2026-04-09 10:27:20
148,174,estimator,งานประตู-หน้าต่าง — อลูมิเนียม/uPVC/ไม้+กระจก+มุ้ง+ค่าแรง,งานประตู-หน้าต่าง — อลูมิเนียม/uPVC/ไม้+กระจก+มุ้ง+ค่าแรง,,ประตู HDF (ใช้ภายในห้องนอน),,บาน,1200,1800,,THB,"1,200 - 1,800 บาท/บาน",autonomy,8,2026-04-09 10:27:20
149,174,estimator,งานประตู-หน้าต่าง — อลูมิเนียม/uPVC/ไม้+กระจก+มุ้ง+ค่าแรง,งานประตู-หน้าต่าง — อลูมิเนียม/uPVC/ไม้+กระจก+มุ้ง+ค่าแรง,,ประตู WPC / uPVC (กันน้ำ ใช้ในห้องน้ำ),,บาน,1800,2800,,THB,"1,800 - 2,800 บาท/บาน",autonomy,8,2026-04-09 10:27:20
119,118,construction_material,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,,ประหยัด,,,6000,12000,,THB,"6,000-12,000 บาท",expert_manual,10,2026-04-09 10:27:20
107,118,construction_material,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,,"ประหยัด (COTTO C1, American Standard)","ประหยัด (COTTO C1, American Standard)",,2500,4500,,THB,"2,500-4,500 บาท",expert_manual,10,2026-04-09 10:27:20
158,183,estimator,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,,ปิดผิวลามิเนต (HPL),,ตร.ม.,800,1500,,THB,"800 - 1,500 บาท/ตร.ม.",autonomy,8,2026-04-09 10:27:20
8,1,interior_design,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,,ปูนกาวกระเบื้อง,,ถุง 20 กก.,200,250,,THB,200-250 บาท/ถุง 20 กก.,market_research_2026,9,2026-04-09 10:27:20
6,1,interior_design,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,,ปูนก่ออิฐ,,ถุง,180,195,,THB,180-195 บาท/ถุง,market_research_2026,9,2026-04-09 10:27:20
224,269,researcher,"ซัพพลายเออร์ปูนซีเมนต์ — SCG, TPI, INSEE",ผู้ผลิตปูนซีเมนต์และคอนกรีตผสมเสร็จรายใหญ่ที่สุด,SCG (ปูนตราช้าง / ตราเสือ),ปูนงานก่อฉาบ,,ถุง,149,195,,THB,149-195 บาท / ถุง,autonomy,9,2026-04-09 10:27:20
7,1,interior_design,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,,ปูนฉาบ,,ถุง,170,185,,THB,170-185 บาท/ถุง,market_research_2026,9,2026-04-09 10:27:20
202,254,researcher,หา Database แบรนด์วัสดุ — SCG COTTO TOA Jotun,หา Database แบรนด์วัสดุ — SCG COTTO TOA Jotun,,ปูนซีเมนต์ปอร์ตแลนด์ (ตราช้าง) 50 กก.,,ถุง,195,200,,THB,195 - 200 บาท/ถุง,autonomy,8,2026-04-09 10:27:20
1,1,interior_design,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,,ปูนถุง 50 กก. ราคาปลีก,,ถุง (แล้วแต่แบรนด์),185,210,,THB,185-210 บาท/ถุง (แล้วแต่แบรนด์),market_research_2026,9,2026-04-09 10:27:20
223,269,researcher,"ซัพพลายเออร์ปูนซีเมนต์ — SCG, TPI, INSEE",ผู้ผลิตปูนซีเมนต์และคอนกรีตผสมเสร็จรายใหญ่ที่สุด,SCG (ปูนตราช้าง / ตราเสือ),ปูนปอร์ตแลนด์ (งานโครงสร้าง),,ถุง (50 กก.),195,210,,THB,195-210 บาท / ถุง (50 กก.),autonomy,9,2026-04-09 10:27:20
182,211,analyst,Cash Flow Management ผู้รับเหมา,ผสานระบบจัดซื้อ (PO) ให้ตรงกับงวดงาน ห้ามซื้อวัสดุล่วงหน้าเกินความจำเป็นเพื่อลดเงินจม,การคุมรายจ่ายและ PO Flow (Expense Management),ปูนผสมสำเร็จ (Ready-mix),,คิว,1800,2200,,THB,"1,800-2,200 บาท/คิว",autonomy,9,2026-04-09 10:27:20
5,1,interior_design,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,,ปูนผสมสำเร็จ (ready-mix),,ลบ.ม. ส่งถึงหน้างาน,1800,2200,,THB,"1,800-2,200 บาท/ลบ.ม. ส่งถึงหน้างาน",market_research_2026,9,2026-04-09 10:27:20
203,254,researcher,หา Database แบรนด์วัสดุ — SCG COTTO TOA Jotun,หา Database แบรนด์วัสดุ — SCG COTTO TOA Jotun,,ปูนผสมสำเร็จรูป (Ready-mix),,ลบ.ม. (ขึ้นอยู่กับระยะทาง),1800,2200,,THB,"1,800 - 2,200 บาท/ลบ.ม. (ขึ้นอยู่กับระยะทาง)",autonomy,8,2026-04-09 10:27:20
225,269,researcher,"ซัพพลายเออร์ปูนซีเมนต์ — SCG, TPI, INSEE",ผู้ผลิตปูนซีเมนต์และคอนกรีตผสมเสร็จรายใหญ่ที่สุด,SCG (ปูนตราช้าง / ตราเสือ),ปูนผสมเสร็จ (Ready-mix),,ลบ.ม. (รวมจัดส่งหน้างาน),1800,2200,,THB,"1,800-2,200 บาท / ลบ.ม. (รวมจัดส่งหน้างาน)",autonomy,9,2026-04-09 10:27:20
9,1,interior_design,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,ราคาวัสดุก่อสร้าง 2026 — ปูนซีเมนต์,,ปูนยาแนว,,ถุง 5 กก.,120,180,,THB,120-180 บาท/ถุง 5 กก.,market_research_2026,9,2026-04-09 10:27:20
122,119,construction_material,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,,ปูผนัง,,ตร.ม.,300,500,,THB,300-500 บาท/ตร.ม.,expert_manual,10,2026-04-09 10:27:20
121,119,construction_material,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,,ปูพื้น,,ตร.ม.,250,400,,THB,250-400 บาท/ตร.ม.,expert_manual,10,2026-04-09 10:27:20
184,212,planner,การทำ Proposal/Presentation เสนองาน,การทำ Proposal/Presentation เสนองาน,,พื้น SPC ลายไม้ (SCG/ไทวัสดุ),,ตร.ม.,450,650,,THB,450 - 650 บาท/ตร.ม.,autonomy,9,2026-04-09 10:27:20
135,156,researcher,ขั้นตอนสร้างบ้านทั้งหมด — timeline + checklist,"[ ] หล่อเสา, เทพื้นชั้น 1-2, หล่อคาน และบันได",,พื้นสำเร็จรูป (Hollow Core) รวมเททับหน้า,,ตร.ม.,500,750,,THB,500 - 750 บาท/ตร.ม.,autonomy,9,2026-04-09 10:27:20
171,195,analyst,Case Study งาน Interior 3 แบบ,Case Study งาน Interior 3 แบบ,,พื้นไวนิล SPC กันน้ำ,,ตร.ม. (ไทวัสดุ/HomePro),280,550,,THB,280-550 บาท/ตร.ม. (ไทวัสดุ/HomePro),autonomy,9,2026-04-09 10:27:20
159,183,estimator,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,,พ่นสีไฮกลอส (High-Gloss),,ตร.ม.,1800,2800,,THB,"1,800 - 2,800 บาท/ตร.ม.",autonomy,8,2026-04-09 10:27:20
120,118,construction_material,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,,มาตรฐาน,,,12000,25000,,THB,"12,000-25,000 บาท",expert_manual,10,2026-04-09 10:27:20
162,183,estimator,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,,มือจับ,,ชิ้น,50,300,,THB,50 - 300 บาท/ชิ้น,autonomy,8,2026-04-09 10:27:20
168,191,estimator,BOQ บิ้วอินตู้เสื้อผ้า walk-in 2x3 ม.,คิดราคาเหมาต่อเมตรยาว (Linear Meter) รวมโครงตู้ แผ่นชั้น และแผ่นหลัง,,รวมระยะ 5 เมตร,,*,50000,70000,,THB,"50,000 - 70,000 บาท*",autonomy,9,2026-04-09 10:27:20
170,191,estimator,BOQ บิ้วอินตู้เสื้อผ้า walk-in 2x3 ม.,คิดราคาเหมาต่อเมตรยาว (Linear Meter) รวมโครงตู้ แผ่นชั้น และแผ่นหลัง,,รวมระยะ 5 เมตร,,*,80000,110000,,THB,"80,000 - 110,000 บาท*",autonomy,9,2026-04-09 10:27:20
89,116,construction_material,สูตรคำนวณปริมาณวัสดุงานกระเบื้อง — ปูนกาว ยาแนว waste,ปูนกาวกระเบื้อง 20 กก./ถุง ปู 4-5 ตร.ม./ถุง (พื้น) หรือ 3-4 ตร.ม./ถุง (ผนัง),,ราคา,,ถุง 20 กก.,180,250,,THB,180-250 บาท/ถุง 20 กก.,expert_manual,10,2026-04-09 10:27:20
91,116,construction_material,สูตรคำนวณปริมาณวัสดุงานกระเบื้อง — ปูนกาว ยาแนว waste,ยาแนวซีเมนต์ 5 กก./ถุง ยาแนว 3-5 ตร.ม./ถุง (แล้วแต่ขนาดร่อง),,ราคา,,ถุง 5 กก.,80,180,,THB,80-180 บาท/ถุง 5 กก.,expert_manual,10,2026-04-09 10:27:20
167,191,estimator,BOQ บิ้วอินตู้เสื้อผ้า walk-in 2x3 ม.,คิดราคาเหมาต่อเมตรยาว (Linear Meter) รวมโครงตู้ แผ่นชั้น และแผ่นหลัง,,ราคา,,เมตร,10000,14000,,THB,"10,000 - 14,000 บาท/เมตร",autonomy,9,2026-04-09 10:27:20
169,191,estimator,BOQ บิ้วอินตู้เสื้อผ้า walk-in 2x3 ม.,คิดราคาเหมาต่อเมตรยาว (Linear Meter) รวมโครงตู้ แผ่นชั้น และแผ่นหลัง,,ราคา,,เมตร,16000,22000,,THB,"16,000 - 22,000 บาท/เมตร",autonomy,9,2026-04-09 10:27:20
219,265,researcher,หาราคาวัสดุกันซึม-กันน้ำ,หาราคาวัสดุกันซึม-กันน้ำ,,ราคา,,ถัง (20 กก.),1500,2200,,THB,"1,500 - 2,200 บาท/ถัง (20 กก.)",autonomy,8,2026-04-09 10:27:20
221,265,researcher,หาราคาวัสดุกันซึม-กันน้ำ,หาราคาวัสดุกันซึม-กันน้ำ,,ราคา,,ถัง (20 กก.),2500,3500,,THB,"2,500 - 3,500 บาท/ถัง (20 กก.)",autonomy,8,2026-04-09 10:27:20
94,117,construction_material,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,สูตรคำนวณวัสดุโครงสร้าง — ปูนซีเมนต์ เหล็ก คอนกรีต ต่อ ตร.ม.,,ราคา ready-mix 210 กก./ซม²,,ลบ.ม. (ส่งถึงหน้างาน),2000,2400,,THB,"2,000-2,400 บาท/ลบ.ม. (ส่งถึงหน้างาน)",expert_manual,10,2026-04-09 10:27:20
74,7,interior_design,สไตล์การออกแบบภายใน — Modern Minimalist,ราคาของตกแต่งที่ดูดีต้องลงทุนสูง,,ราคางบประมาณ,,ตร.ม. (รวมค่าออกแบบ),8000,18000,,THB,"8,000-18,000 บาท/ตร.ม. (รวมค่าออกแบบ)",design_guide_2026,8,2026-04-09 10:27:20
75,8,interior_design,สไตล์การออกแบบภายใน — Japanese Wabi-Sabi / Japandi,ต้องการการจัดวางที่พิถีพิถัน,,ราคางบประมาณ,,ตร.ม.,10000,25000,,THB,"10,000-25,000 บาท/ตร.ม.",design_guide_2026,8,2026-04-09 10:27:20
76,9,interior_design,สไตล์การออกแบบภายใน — Industrial และ Loft,ไม่เหมาะกับครอบครัวเด็กเล็ก (มุมคม),,ราคางบประมาณ,,ตร.ม.,7000,15000,,THB,"7,000-15,000 บาท/ตร.ม.",design_guide_2026,7,2026-04-09 10:27:20
77,9,interior_design,สไตล์การออกแบบภายใน — Industrial และ Loft,ไม่เหมาะกับครอบครัวเด็กเล็ก (มุมคม),,ราคางบประมาณ,,ตร.ม.,5000,12000,,THB,"5,000-12,000 บาท/ตร.ม.",design_guide_2026,7,2026-04-09 10:27:20
206,257,researcher,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,,ราคาปลีก,,ถุง (50 กก.),195,210,,THB,195 - 210 บาท/ถุง (50 กก.),autonomy,9,2026-04-09 10:27:20
210,257,researcher,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,,ราคาปลีก,,ถุง (50 กก.),185,190,,THB,185 - 190 บาท/ถุง (50 กก.),autonomy,9,2026-04-09 10:27:20
212,257,researcher,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,,ราคาปลีก,,ถุง (50 กก.),190,205,,THB,190 - 205 บาท/ถุง (50 กก.),autonomy,9,2026-04-09 10:27:20
207,257,researcher,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,,ราคาส่ง/โครงการ,,ถุง,149,160,,THB,149 - 160 บาท/ถุง,autonomy,9,2026-04-09 10:27:20
211,257,researcher,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,,ราคาส่ง/โครงการ,,ถุง (ราคาโดยประมาณ อิงจากฐานราคาปูนก่อฉาบทั่วไป),140,150,,THB,140 - 150 บาท/ถุง (ราคาโดยประมาณ อิงจากฐานราคาปูนก่อฉาบทั่วไป),autonomy,9,2026-04-09 10:27:20
213,257,researcher,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,หาราคาปูนซีเมนต์ทุกยี่ห้อ 2026,,ราคาส่ง/โครงการ,,ถุง (ราคาโดยประมาณ),145,155,,THB,145 - 155 บาท/ถุง (ราคาโดยประมาณ),autonomy,9,2026-04-09 10:27:20
161,183,estimator,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,งานบิ้วอิน — ตู้เสื้อผ้า+ตู้ครัว+TV wall+ชั้นวาง,,รางลิ้นชัก Soft-close,,ชุด,280,450,,THB,280 - 450 บาท/ชุด,autonomy,8,2026-04-09 10:27:20
174,199,researcher,Lighting Design — ประเภทไฟ+ค่าแรง,Lighting Design — ประเภทไฟ+ค่าแรง,,รางอลูมิเนียมพร้อมฝาครอบ (Profile),,เมตร,100,250,,THB,* 100 - 250 บาท/เมตร,autonomy,9,2026-04-09 10:27:20
116,118,construction_material,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,ราคาสุขภัณฑ์ห้องน้ำ 2026 — แยกเกรด/ยี่ห้อ,,ราวแขวนผ้า,,,200,800,,THB,200-800 บาท,expert_manual,10,2026-04-09 10:27:20
128,119,construction_material,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,ราคาค่าแรงช่างก่อสร้าง 2026 — ทุกประเภท,,รื้อกระเบื้อง,,ตร.ม.,100,200,,THB,100-200 บาท/ตร.ม.,expert_manual,10,2026-04-09 10:27:20
42,4,interior_design,ราคาวัสดุก่อสร้าง 2026 — สี,ราคาวัสดุก่อสร้าง 2026 — สี,,สีทองคำ/สีพิเศษ,,ลิตร,500,1500,,THB,"500-1,500 บาท/ลิตร",market_research_2026,8,2026-04-09 10:27:20
41,4,interior_design,ราคาวัสดุก่อสร้าง 2026 — สี,ราคาวัสดุก่อสร้าง 2026 — สี,,สีพ่น (automotive),,ลิตร,350,800,,THB,350-800 บาท/ลิตร,market_research_2026,8,2026-04-09 10:27:20
39,4,interior_design,ราคาวัสดุก่อสร้าง 2026 — สี,ราคาวัสดุก่อสร้าง 2026 — สี,,สีรองพื้น (18 ลิตร),,,600,900,,THB,600-900 บาท,market_research_2026,8,2026-04-09 10:27:20
40,4,interior_design,ราคาวัสดุก่อสร้าง 2026 — สี,ราคาวัสดุก่อสร้าง 2026 — สี,,สีสเปรย์ (aerosol 400 มล.),,,120,220,,THB,120-220 บาท,market_research_2026,8,2026-04-09 10:27:20
188,229,analyst,ดึงราคาจาก knowledge — หมวดหลังคา+โครงหลังคา,ดึงราคาจาก knowledge — หมวดหลังคา+โครงหลังคา,,หนา 0.35 มม. (บุฉนวน PU โฟม 1 นิ้ว),,ตร.ม.,280,380,,THB,280 - 380 บาท/ตร.ม.,autonomy,7,2026-04-09 10:27:20
187,229,analyst,ดึงราคาจาก knowledge — หมวดหลังคา+โครงหลังคา,ดึงราคาจาก knowledge — หมวดหลังคา+โครงหลังคา,,หนา 0.35 มม. (ไม่บุฉนวน),,ตร.ม.,120,180,,THB,120 - 180 บาท/ตร.ม.,autonomy,7,2026-04-09 10:27:20
136,158,estimator,ราคาปูนซีเมนต์ 2026,ราคาปูนซีเมนต์ 2026,,หมายเหตุ,,ถุง),,,149,THB,ราคาปลีกหน้าร้าน (หากสั่งซื้อยกล็อตโครงการ ราคาวัสดุเพียวๆ อาจลดลงเหลือประมาณ 149 บาท/ถุง),autonomy,8,2026-04-09 10:27:20
175,199,researcher,Lighting Design — ประเภทไฟ+ค่าแรง,Lighting Design — ประเภทไฟ+ค่าแรง,,หม้อแปลง (Driver/Power Supply),,ตัว (ราคาตามขนาดวัตต์),250,850,,THB,* 250 - 850 บาท/ตัว (ราคาตามขนาดวัตต์),autonomy,9,2026-04-09 10:27:20
216,261,researcher,หาราคาท่อ PVC + อุปกรณ์,หาราคาท่อ PVC + อุปกรณ์,,หาราคาท่อ PVC + อุปกรณ์,ขนาด 1/2 นิ้ว (18 มม.),เมตร (ประมาณ 60 - 80 บาท/ท่อน),15,20,,THB,15 - 20 บาท/เมตร (ประมาณ 60 - 80 บาท/ท่อน),autonomy,8,2026-04-09 10:27:20
217,261,researcher,หาราคาท่อ PVC + อุปกรณ์,หาราคาท่อ PVC + อุปกรณ์,,หาราคาท่อ PVC + อุปกรณ์,ขนาด 3/4 นิ้ว (20 มม.),เมตร (ประมาณ 80 - 100 บาท/ท่อน),20,25,,THB,20 - 25 บาท/เมตร (ประมาณ 80 - 100 บาท/ท่อน),autonomy,8,2026-04-09 10:27:20
218,261,researcher,หาราคาท่อ PVC + อุปกรณ์,หาราคาท่อ PVC + อุปกรณ์,,หาราคาท่อ PVC + อุปกรณ์,ขนาด 1 นิ้ว (25 มม.),เมตร (ประมาณ 120 - 160 บาท/ท่อน),30,40,,THB,30 - 40 บาท/เมตร (ประมาณ 120 - 160 บาท/ท่อน),autonomy,8,2026-04-09 10:27:20
189,231,researcher,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,ขนาด 6 มม. (RB6),เมตร,28,32,,THB,28 - 32 บาท/เมตร,autonomy,8,2026-04-09 10:27:20
190,231,researcher,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,ขนาด 9 มม. (RB9),เมตร,55,65,,THB,55 - 65 บาท/เมตร,autonomy,8,2026-04-09 10:27:20
191,231,researcher,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,ขนาด 12 มม. (DB12),เมตร,95,110,,THB,95 - 110 บาท/เมตร,autonomy,8,2026-04-09 10:27:20
192,231,researcher,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,,หาราคาเพิ่ม — HomePro/ไทวัสดุ วัสดุพื้นฐาน 2026,ขนาด 16 มม. (DB16),เมตร,165,185,,THB,165 - 185 บาท/เมตร,autonomy,8,2026-04-09 10:27:20
55,5,interior_design,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,,หินปูถนน/กรวด,,ตร.ม.,150,350,,THB,150-350 บาท/ตร.ม.,market_research_2026,8,2026-04-09 10:27:20
52,5,interior_design,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,,หินอ่อนจริง (ตร.ม.),,,2500,8000,,THB,"2,500-8,000 บาท",market_research_2026,8,2026-04-09 10:27:20
54,5,interior_design,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,ราคาวัสดุก่อสร้าง 2026 — ไม้และหิน,,หินเทียม (Engineered Stone),,ตร.ม.,2200,6000,,THB,"2,200-6,000 บาท/ตร.ม.",market_research_2026,8,2026-04-09 10:27:20
